objectid,parentid,title,description,coverage,isPartOf,creator,publisher,source,date,type,format,extent,language,relation,rights,license,display_template,object_location,image_small,image_thumb,image_alt_text
m15043,abb15043,Basler Merianplan,"Matthäus Merian d.Ä. (1593–1650) erstellte 1617 auf der Basis umfangreicher Vorarbeiten eine Radierung von Basel aus der Vogelperspektive, die einen detaillierten Eindruck von der Stadt gibt (Masse: 70 × 105 cm). Am linken unteren Bildrand findet sich eine Figurengruppe. Sie umfasst neben einem Bürgermeister, Ratsherrn und Bürger auch einen jungen Mann sowie eine verheiratete und eine ledige Frau. Auf den Gassen und Plätzen der Stadt sind Menschen und Fuhrwerke zu sehen, und der Rhein wird von Schiffen befahren.",Frühe Neuzeit,,[Matthäus Merian d.Ä.](https://www.wikidata.org/wiki/Q57968),[Universitätsbibliothek Basel](https://ub.unibas.ch/de/),[UBH Schw MI 4](https://doi.org/10.3931/e-rara-25584),1617,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,13790x9133,,"[Matthäus Merian d.Ä., Wikipedia](https://de.wikipedia.org/wiki/Matth%C3%A4us_Merian);[Matthäus Merian d.Ä., Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/019075/2008-10-30/);[Merian, Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/020977/2008-10-30/);[Merianplan](https://merian.bs.ch/karte/index.php);[Merian Modell, UB](https://ub.unibas.ch/de/shared-elements/merian-modell/);[abb15466](https://forschung.stadtgeschichtebasel.ch/items/abb15466.html#m15466)","Public Domain Mark, UB Basel, UBH Schw MI 4",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/cdc39bd4dc167d21af0bf4f033a353aaa4616631.jpg,objects/cdc39bd4dc167d21af0bf4f033a353aaa4616631.jpg,objects/cdc39bd4dc167d21af0bf4f033a353aaa4616631.jpg,
abb15466,,Bildnis der Familie Merian,"Matthäus Merian d. J. (1621–1687) präsentierte sich und seine Angehörigen in humanistischer Manier als Künstlerfamilie. Im Bildmittelpunkt sind die Eltern Matthäus Merian d. Ä. und seine erste Frau Maria Magdalena de Bry zu sehen, umringt von ihren sechs Kindern: Matthäus Merian d. J., Susanna Barbara, Margaretha, Caspar, der seinem Vater eine Zeichnung des antiken Torso vom Belvedere zeigt, Maria Magdalena und Joachim, der ihm eine Gipskopie des antiken Laokoonkopfes entgegenstreckt. Der Maler blickt die Betrachtenden vom linken Bildrand aus an.",Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/8663d6838398da73e15de6c324c28ef3e0c4b6a7.jpg,objects/8663d6838398da73e15de6c324c28ef3e0c4b6a7.jpg,
m15466,abb15466,Bildnis der Familie Merian,"Matthäus Merian d. J. (1621–1687) präsentierte sich und seine Angehörigen in humanistischer Manier als Künstlerfamilie. Im Bildmittelpunkt sind die Eltern Matthäus Merian d. Ä. und seine erste Frau Maria Magdalena de Bry zu sehen, umringt von ihren sechs Kindern: Matthäus Merian d. J., Susanna Barbara, Margaretha, Caspar, der seinem Vater eine Zeichnung des antiken Torso vom Belvedere zeigt, Maria Magdalena und Joachim, der ihm eine Gipskopie des antiken Laokoonkopfes entgegenstreckt. Der Maler blickt die Betrachtenden vom linken Bildrand aus an.",Frühe Neuzeit,,[Matthäus Merian d.J.](https://www.wikidata.org/wiki/Q324410),[Kunstmuseum Basel](https://kunstmuseumbasel.ch/),[KMB Inv. 2318](http://sammlungonline.kunstmuseumbasel.ch/eMuseumPlus?service=ExternalInterface&module=collection&objectId=3425&viewType=detailView),1642/43,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,6238x5246,de,"[Matthäus Merian d.J., Wikipedia](https://de.wikipedia.org/wiki/Matth%C3%A4us_Merian_der_J%C3%BCngere);[Matthäus Merian d.J., Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/019139/2008-10-30/);[Matthäus Merian d. Ä., Wikipedia](https://de.wikipedia.org/wiki/Matth%C3%A4us_Merian);[Matthäus Merian d. Ä., Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/019075/2008-10-30/);[Maria Magdalena de Bry, Wiki Data](https://www.wikidata.org/wiki/Q30021735);[Johann Theodor de Bry, Wikipedia](https://de.wikipedia.org/wiki/Johann_Theodor_de_Bry)","Bilddaten gemeinfrei - KMB, Inv. 2318",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/8663d6838398da73e15de6c324c28ef3e0c4b6a7.jpg,objects/8663d6838398da73e15de6c324c28ef3e0c4b6a7.jpg,objects/8663d6838398da73e15de6c324c28ef3e0c4b6a7.jpg,
abb15630,,Giessfass und Handbecken aus Zinn,"Zur unentbehrlichen Einrichtung in den frühneuzeitlichen Stadthäusern gehörten ein Giessfass und ein Handbecken, die meist in der Küche standen und als zentrale Waschstelle dienten.",Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/699143ef687b47bd7d56d75f3105255a26857dd0.jpg,objects/699143ef687b47bd7d56d75f3105255a26857dd0.jpg,
m15630,abb15630,Giessfass und Handbecken aus Zinn,"Zur unentbehrlichen Einrichtung in den frühneuzeitlichen Stadthäusern gehörten ein Giessfass und ein Handbecken, die meist in der Küche standen und als zentrale Waschstelle dienten.",Frühe Neuzeit,,,[Historisches Museum Basel](https://www.hmb.ch/),[Historisches Museum Basel Inv. 1906.2875](https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/giessfass-und-handbecken/),17XX~,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,3801x4822,de,,"CC BY-SA 4.0, Historisches Museum Basel, Inv. 1906.2875, Foto Maurice Babey",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/699143ef687b47bd7d56d75f3105255a26857dd0.tif,objects/699143ef687b47bd7d56d75f3105255a26857dd0.jpg,objects/699143ef687b47bd7d56d75f3105255a26857dd0.jpg,
abb16026,,Petersplatz mit Zeughaus,"Der Petersplatz bildete im Westen der Stadt einen innerhalb der Stadtmauern gelegenen zentralen Treffpunkt, wo nicht nur der alljährliche ‹Schwörtag›, sondern auch Musikaufführungen, Schauspiele und sportliche Wettkämpfe stattfanden.",Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/b5caa8d2586381fad31aeac808852b1fdee33198.jpg,objects/b5caa8d2586381fad31aeac808852b1fdee33198.jpg,
m16026,abb16026,Petersplatz mit Zeughaus,"Der Petersplatz bildete im Westen der Stadt einen innerhalb der Stadtmauern gelegenen zentralen Treffpunkt, wo nicht nur der alljährliche ‹Schwörtag›, sondern auch Musikaufführungen, Schauspiele und sportliche Wettkämpfe stattfanden.",Frühe Neuzeit,,[Matthäus Merian d.Ä.](https://www.wikidata.org/wiki/Q57968),[Staatsarchiv Basel-Stadt](https://www.wikidata.org/wiki/Q2324698),[Staatsarchiv Basel-Stadt BILD Falk. A 155a](https://dls.staatsarchiv.bs.ch/records/582704),1654,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,8178x6128,de,"[Matthäus Merian d.Ä., Wikipedia](https://de.wikipedia.org/wiki/Matth%C3%A4us_Merian);[Matthäus Merian d.Ä., Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/019075/2008-10-30/);[Merian, Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/020977/2008-10-30/);[abb15466](https://forschung.stadtgeschichtebasel.ch/items/abb15466.html#m15466)","Bilddaten gemeinfrei, Staatsarchiv Basel-Stadt, BILD Falk. A 155a",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/b5caa8d2586381fad31aeac808852b1fdee33198.tif,objects/b5caa8d2586381fad31aeac808852b1fdee33198.jpg,objects/b5caa8d2586381fad31aeac808852b1fdee33198.jpg,
abb16064,,"Haus ‹zum Hohen Dolder›, St.Alban-Vorstadt 35, Basel","Die Vorstadtgesellschaft in St.Alban richtete Mitte des 16. Jahrhunderts im dreigeschossigen Haus ‹zum Hohen Dolder› eine grosse Stube mit Bildern von Tells Apfelschuss, vom Tellensprung und vom Rütlischwur ein.",Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,assets/img/placeholder.svg,assets/img/placeholder.svg,
m16064,abb16064,"Haus ‹zum Hohen Dolder›, St.Alban-Vorstadt 35, Basel","Die Vorstadtgesellschaft in St.Alban richtete Mitte des 16. Jahrhunderts im dreigeschossigen Haus ‹zum Hohen Dolder› eine grosse Stube mit Bildern von Tells Apfelschuss, vom Tellensprung und vom Rütlischwur ein.",Frühe Neuzeit,,,[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),"[Staatsarchiv Basel-Stadt AL 45, 6-19](https://dls.staatsarchiv.bs.ch/records/387686)",16XX,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,4740x3720,de,,"Benutzungsbestimmungen Staatsarchiv Basel-Stadt, StABS, AL 45, 6-19",http://rightsstatements.org/vocab/InC/1.0/,image,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb16226,,Predigerkirche mit Friedhof und umgebender (Totentanz-) Mauer,"Friedhöfe, sogenannte Gottesäcker, waren nur selten Orte der Stille und Andacht. Tagsüber verkauften Handwerker und Händler dort ihre Produkte und Waren, und nachts störten streunende Tiere und gelegentlich auch Leichenräuber die Totenruhe. Notorisch waren auch die Klagen über Geruchsbelästigungen, die mit der häufigen Überbelegung zusammenhingen.",Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/80d375dc012ca95a2ff8fc95e79c6190aea0401c.jpg,objects/80d375dc012ca95a2ff8fc95e79c6190aea0401c.jpg,
m16226,abb16226,Predigerkirche mit Friedhof und umgebender (Totentanz-) Mauer,"Friedhöfe, sogenannte Gottesäcker, waren nur selten Orte der Stille und Andacht. Tagsüber verkauften Handwerker und Händler dort ihre Produkte und Waren, und nachts störten streunende Tiere und gelegentlich auch Leichenräuber die Totenruhe. Notorisch waren auch die Klagen über Geruchsbelästigungen, die mit der häufigen Überbelegung zusammenhingen.",Frühe Neuzeit,,[Emanuel Büchel](https://www.wikidata.org/wiki/Q117083),[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),"[Staatsarchiv Basel-Stadt BILD 6, 1221](https://dls.staatsarchiv.bs.ch/records/574070)",1770~,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,8087x5135,de,"[Emanuel Büchel, Wikipedia](https://de.wikipedia.org/wiki/Emanuel_B%C3%BCchel);[Emanuel Büchel, Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/031409/2011-03-16/);[Predigerkirche Basel, Wikipedia](https://de.wikipedia.org/wiki/Predigerkirche_(Basel))","Bilddaten gemeinfrei - Staatsarchiv Basel-Stadt, BILD 6, 1221",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/80d375dc012ca95a2ff8fc95e79c6190aea0401c.tif,objects/80d375dc012ca95a2ff8fc95e79c6190aea0401c.jpg,objects/80d375dc012ca95a2ff8fc95e79c6190aea0401c.jpg,
abb16383,,Prospect des Kornmarckts zu Basel,Der Marktplatz war mit seinem geschäftigen Treiben das wirtschaftliche Zentrum der Stadt.,Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/f0ceea58f6d7a8603943ab0c688b3a273f2cf9d7.jpg,objects/f0ceea58f6d7a8603943ab0c688b3a273f2cf9d7.jpg,
m16383,abb16383,Prospect des Kornmarckts zu Basel,Der Marktplatz war mit seinem geschäftigen Treiben das wirtschaftliche Zentrum der Stadt.,Frühe Neuzeit,,Jakob Meyer,[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),[Staatsarchiv Basel-Stadt BILD Falk. A 482](https://dls.staatsarchiv.bs.ch/records/582518),1651,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,8087x6163,de,[Baugeschichte Rathaus](https://www.staatskanzlei.bs.ch/rathaus/geschichte.html),"Bilddaten gemeinfrei - Staatsarchiv Basel-Stadt, BILD Falk. A 482",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/f0ceea58f6d7a8603943ab0c688b3a273f2cf9d7.tif,objects/f0ceea58f6d7a8603943ab0c688b3a273f2cf9d7.jpg,objects/f0ceea58f6d7a8603943ab0c688b3a273f2cf9d7.jpg,
abb16493,,Wirtshausszene im Gästebuch der Herberge ‹Zum Wilden Mann› an der Freien Strasse,"In den Wirtshäusern der Stadt trafen sich nicht nur Bauern und Kleinhändler aus der Umgebung, sondern auch Fernhandelsleute, Diplomaten, Adlige, Bürgerinnen und Bürger sowie Studenten.",Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/2cb527c089424631b69f43c6a3ca1be564857e39.jpg,objects/2cb527c089424631b69f43c6a3ca1be564857e39.jpg,
m16493,abb16493,Wirtshausszene im Gästebuch der Herberge ‹Zum Wilden Mann› an der Freien Strasse,"In den Wirtshäusern der Stadt trafen sich nicht nur Bauern und Kleinhändler aus der Umgebung, sondern auch Fernhandelsleute, Diplomaten, Adlige, Bürgerinnen und Bürger sowie Studenten.",Frühe Neuzeit,,,[Historisches Museum Basel](https://www.hmb.ch/),[Historisches Museum Basel Inv. 1995.559](https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/gaestebuch-der-herrenherberge-zum-wilden-mann-in-basel/),1600/1628,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,4961x2931,de,,"CC BY-SA 4.0, Historisches Museum Basel, Inv. 1995.559, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/2cb527c089424631b69f43c6a3ca1be564857e39.jpg,objects/2cb527c089424631b69f43c6a3ca1be564857e39.jpg,objects/2cb527c089424631b69f43c6a3ca1be564857e39.jpg,
abb24528,,"Temperaturabweichungen in °C, 1444–2011","Die Temperaturrekonstruktion zeigt, dass die Anomalie im Jahr 1540, der keine langanhaltende Klimaerwärmung folgte, sogar den «bisher heissesten» Sommer 2003 übertraf.",Frühe Neuzeit,"Burghartz, Susanna (Hg.): Aufbrüche, Krisen, Transformationen. 1510–1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/3e36edfc226a68e37c0c965c515c938ea20e2cb0.jpg,objects/3e36edfc226a68e37c0c965c515c938ea20e2cb0.jpg,
m24528_1,abb24528,Rekonstruierte mittlere Frühling-Sommertemperaturen 1444–2011 basierend auf Weinlesedaten u.a. von den Rechnungsbüchern des Spitals von Basel,"Die Temperaturrekonstruktion zeigt, dass die Anomalie im Jahr 1540, der keine langanhaltende Klimaerwärmung folgte, sogar den «bisher heissesten» Sommer 2003 übertraf.",Neuzeit,,[Stadt.Geschichte.Basel](https://www.wikidata.org/wiki/Q122442230),[Stadt.Geschichte.Basel](https://www.wikidata.org/wiki/Q122442230),"Wetter, Oliver&#59 Pfister, Christian: Spring–summer Temperatures Reconstructed for Northern Switzerland and Southwestern Germany from Winter Rye Harvest Dates, 1454–1970, in: Climate of the Past 7 (4), 2011, S. 1307–1326.",1444/2011,[Image](http://purl.org/dc/dcmitype/Image),application/pdf,1605x658,,,"Public Domain Mark
Quelle: Wetter; Pfister 2011, S. 1307–1326. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,pdf,https://omeka.unibe.ch/files/original/bc5d96ea143179999f86496ba6acc04456cadbdb.pdf,objects/3e36edfc226a68e37c0c965c515c938ea20e2cb0.jpg,objects/3e36edfc226a68e37c0c965c515c938ea20e2cb0.jpg,
m24528_2,abb24528,"Legende zum Diagramm 'Temperaturabweichungen in °C, 1444–2011'","Die Temperaturrekonstruktion zeigt, dass die Anomalie im Jahr 1540, der keine langanhaltende Klimaerwärmung folgte, sogar den «bisher heissesten» Sommer 2003 übertraf.",Frühe Neuzeit,,[Stadt.Geschichte.Basel](https://www.wikidata.org/wiki/Q122442230),[Stadt.Geschichte.Basel](https://www.wikidata.org/wiki/Q122442230),"Wetter, Oliver&#59 Pfister, Christian: Spring–summer Temperatures Reconstructed for Northern Switzerland and Southwestern Germany from Winter Rye Harvest Dates, 1454–1970, in: Climate of the Past 7 (4), 2011, S. 1307–1326.",1444/2011,[Image](http://purl.org/dc/dcmitype/Image),application/pdf,525x204,,,"Public Domain Mark
Quelle: Wetter; Pfister 2011, S. 1307–1326. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,pdf,https://omeka.unibe.ch/files/original/90f1957817303aa0f86d9b14b4fc8c5ce1c7f129.pdf,objects/f849782d8fb44a6e56bb81e147d36115fe6f198e.jpg,objects/f849782d8fb44a6e56bb81e147d36115fe6f198e.jpg,
m24528_3,abb24528,"Daten zum Diagramm 'Temperaturabweichungen in °C, 1444–2011'","Die Temperaturrekonstruktion zeigt, dass die Anomalie im Jahr 1540, der keine langanhaltende Klimaerwärmung folgte, sogar den «bisher heissesten» Sommer 2003 übertraf.",Frühe Neuzeit,,[Stadt.Geschichte.Basel](https://www.wikidata.org/wiki/Q122442230),[Stadt.Geschichte.Basel](https://www.wikidata.org/wiki/Q122442230),"Wetter, Oliver&#59 Pfister, Christian: Spring–summer Temperatures Reconstructed for Northern Switzerland and Southwestern Germany from Winter Rye Harvest Dates, 1454–1970, in: Climate of the Past 7 (4), 2011, S. 1307–1326.",1444/2011,[Dataset](http://purl.org/dc/dcmitype/Dataset),text/csv,,,[Quellcode (R) auf GitHub](https://github.com/Stadt-Geschichte-Basel/sgb-figures/);[Metadaten (JSON) auf GitHub](https://github.com/Stadt-Geschichte-Basel/sgb-figures/),"Public Domain Mark. Quelle: Wetter; Pfister 2011, S. 1307–1326. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,record,https://omeka.unibe.ch/files/original/c4ffc64afdf20dd34f2e266c443caffb4b661872.csv,assets/lib/icons/table.svg,assets/lib/icons/table.svg,
abb16683,,Monatsblatt Februar,"Der 1745 in Basel gedruckte ‹Schreibkalender› des Bieler Mathematikers und Astrologen Jakob Rosius (1598–1676) enthielt die Wochen-, Namens- und Feiertage und gab auf der Grundlage astrologischer Berechnungen und langjähriger Beobachtungen auch Handlungsempfehlungen. Zudem führte er die Jahrmarktstermine in der Eidgenossenschaft und weiteren Regionen auf.",Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/f24a5fa9542836ec3023c3eddb5e99328ba9edb0.jpg,objects/f24a5fa9542836ec3023c3eddb5e99328ba9edb0.jpg,
m16683,abb16683,Monatsblatt Februar,"Der 1745 in Basel gedruckte ‹Schreibkalender› des Bieler Mathematikers und Astrologen Jakob Rosius (1598–1676) enthielt die Wochen-, Namens- und Feiertage und gab auf der Grundlage astrologischer Berechnungen und langjähriger Beobachtungen auch Handlungsempfehlungen. Zudem führte er die Jahrmarktstermine in der Eidgenossenschaft und weiteren Regionen auf.",Frühe Neuzeit,,[Jakob Rosius](https://www.wikidata.org/wiki/Q1679314),"[ETH Zürich, Bibliothek](https://library.ethz.ch/)","[ETH-Bibliothek Zürich, Rar 1380](https://doi.org/10.3931/e-rara-13479)",1745,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,2062x2535,de,"[Jakob Rosius, Wikipedia](https://de.wikipedia.org/wiki/Jakob_Rosius)","Public Domain Mark, ETH Bibliothek Zürich, Rar 1380",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/f24a5fa9542836ec3023c3eddb5e99328ba9edb0.jpg,objects/f24a5fa9542836ec3023c3eddb5e99328ba9edb0.jpg,objects/f24a5fa9542836ec3023c3eddb5e99328ba9edb0.jpg,
abb16809,,Zinnerne Saugflasche,Vor der Erfindung von Gummisaugern im 19. Jahrhundert waren Zinnflaschen für die Säuglingsernährung im Gebrauch. Das Mundstück wurde mit einem Leinenstoff überzogen.,Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/9da65c36bee477d086d6be55a4496ce33180bb2d.jpg,objects/9da65c36bee477d086d6be55a4496ce33180bb2d.jpg,
m16809,abb16809,Zinnerne Saugflasche,Vor der Erfindung von Gummisaugern im 19. Jahrhundert waren Zinnflaschen für die Säuglingsernährung im Gebrauch. Das Mundstück wurde mit einem Leinenstoff überzogen.,Frühe Neuzeit,,Basler Zinngiesser-­Familie Scholer,[Historisches Museum Basel](https://www.hmb.ch/),[Historisches Museum Basel Inv. 2009.212](https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/zinnerne-saugflasche/),16XX/17XX,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,2545x3252,de,,"CC BY-SA 4.0, Historisches Museum Basel, Inv. 2009.212, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/9da65c36bee477d086d6be55a4496ce33180bb2d.tif,objects/9da65c36bee477d086d6be55a4496ce33180bb2d.jpg,objects/9da65c36bee477d086d6be55a4496ce33180bb2d.jpg,
